kaltmiete_listing,overpriced,floor,furnished,num_photos,total_floors,building_age_years,listing_date,wg_typ,year_built,priority_score,num_rooms,plz,balcony,days_online,living_area_m2,stadtteil,living_area_text,energieausweis,dist_uni_km,contact_type,heating_type,kitchen,dist_uni_min,elevator,clicks_last_week,listing_id,nebenkosten_eur
"915,00 EUR",True,3. OG,möbliert,11,7,109,27.02.2026,Berufstätigen-WG,1917,7,2.0,93051,ja,47,34.7,Kumpfmühl,34.7 m2,E,3.4,Makler,Pellet,keine,13,ja,280,INS-2026-16848,64
419 warm,False,1. OG,unmöbliert,22,1,18,08.06.2026,Berufstätigen-WG,2008,3,3.0,93047,nein,20,16.0,Innenstadt,16.0 m2,F,2.0,Privat,Nachtspeicher,Einbauküche,8,ja,171,INS-2026-99194,79
422 warm,False,Souterrain,unmöbliert,18,5,30,24.02.2026,gemischt,1996,1,2.0,93051,nein,56,22.7,Kumpfmühl,23 m²,A,10.1,Privat,Gasetagenheizung,Pantry,40,nein,15,INS-2026-21213,91
Kaltmiete: 406 €,True,2. OG,teilmöbliert,4,2,118,08.05.2026,Männer-WG,1908,9,1.5,93049,ja,65,17.5,Westenviertel,18 m²,E,5.4,Makler,Fernwärme,Einbauküche,22,nein,286,INS-2026-89549,152
514,True,4. OG,teilmöbliert,8,5,97,01.04.2026,Berufstätigen-WG,1929,9,3.0,93047,ja,38,19.9,Innenstadt,"19,9 qm",C,5.8,Genossenschaft,Zentralheizung,keine,24,ja,111,INS-2026-73879,123
"511,00 EUR",True,1. OG,teilmöbliert,5,2,97,21.04.2026,gemischt,1929,1,2.0,93055,nein,40,26.3,Ostenviertel,"26,3 qm",D,2.1,Privat,Nachtspeicher,Einbauküche,7,nein,233,INS-2026-16544,95
Kaltmiete: 204 €,False,3. OG,unmöbliert,15,6,107,20.06.2026,gemischt,1919,2,2.5,93051,nein,15,18.8,Ziegetsdorf,"18,8 qm",E,9.5,Privat,Gasetagenheizung,Einbauküche,38,nein,8,INS-2026-50142,119
576 €,True,Souterrain,möbliert,18,1,99,27.01.2026,gemischt,1927,8,2.0,93053,nein,10,22.7,Kasernenviertel,22.7 m2,F,1.2,Makler,Zentralheizung,keine,5,nein,17,INS-2026-36322,178
239,False,EG,unmöbliert,17,2,92,04.03.2026,gemischt,1934,7,3.0,93053,ja,65,14.4,Galgenberg,"14,4 qm",B,7.4,Makler,Zentralheizung,Pantry,29,ja,74,INS-2026-73551,51
299 warm,True,EG,unmöbliert,19,5,98,11.05.2026,gemischt,1928,4,2.0,93051,nein,14,13.9,Ziegetsdorf,13.9 m2,E,4.7,Privat,Gasetagenheizung,Einbauküche,18,nein,96,INS-2026-85914,102
392 kalt,True,4. OG,unmöbliert,6,6,17,03.03.2026,gemischt,2009,7,1.0,93055,ja,72,23.3,Burgweinting,23.3 m2,C,2.1,Genossenschaft,Fernwärme,Pantry,8,nein,231,INS-2026-20549,106
442 warm,False,Souterrain,möbliert,5,5,73,08.06.2026,gemischt,1953,5,1.0,93053,nein,19,16.5,Galgenberg,16 m²,E,10.4,Makler,Gasetagenheizung,Pantry,41,nein,70,INS-2026-36253,154
482,False,EG,unmöbliert,10,7,42,22.04.2026,gemischt,1984,10,1.0,93051,ja,31,26.0,Kumpfmühl,26.0 m2,D,6.5,Makler,Gasetagenheizung,Einbauküche,27,ja,272,INS-2026-45213,146
337 €,False,1. OG,unmöbliert,20,4,70,01.01.2026,Männer-WG,1956,10,3.0,93051,ja,11,22.6,Kumpfmühl,23 m²,F,8.7,Privat,Fernwärme,Einbauküche,34,nein,45,INS-2026-34840,79
164 €,False,EG,unmöbliert,9,2,45,10.05.2026,Berufstätigen-WG,1981,9,2.5,93049,ja,5,14.0,Großprüfening,14.0 m2,E,7.6,Privat,Zentralheizung,keine,31,ja,15,INS-2026-76253,99
416 warm,True,2. OG,teilmöbliert,17,6,23,15.04.2026,gemischt,2003,7,2.0,93053,nein,66,13.0,Galgenberg,13.0 m2,A+,3.6,Privat,Pellet,Einbauküche,14,nein,252,INS-2026-92364,99
326 warm,True,2. OG,unmöbliert,21,3,11,19.05.2026,Studenten-WG,2015,7,2.0,93051,ja,69,14.1,Dechbetten,14 m²,A,11.4,Privat,Öl,Pantry,45,nein,76,INS-2026-77480,129
327,False,3. OG,unmöbliert,22,2,15,17.01.2026,Studenten-WG,2011,1,2.0,93051,ja,73,17.4,Kumpfmühl,17 m²,B,6.1,Privat,Gasetagenheizung,keine,23,ja,49,INS-2026-52203,78
492 €,False,2. OG,unmöbliert,22,4,41,11.03.2026,gemischt,1985,10,1.5,93051,nein,62,32.0,Königswiesen,32 m²,D,6.5,Privat,Nachtspeicher,Einbauküche,25,ja,159,INS-2026-54809,56
262 €,False,4. OG,unmöbliert,12,5,105,15.06.2026,Studenten-WG,1921,3,2.0,93055,ja,71,18.5,Ostenviertel,18.5 m2,D,8.3,Privat,Gasetagenheizung,keine,33,nein,125,INS-2026-54815,69
Kaltmiete: 399 €,False,4. OG,teilmöbliert,15,5,92,02.04.2026,gemischt,1934,7,2.0,93047,nein,30,19.4,Innenstadt,19 m²,G,2.7,Privat,Öl,Pantry,10,nein,20,INS-2026-32071,69
319 warm,False,1. OG,möbliert,22,1,72,17.05.2026,gemischt,1954,2,2.0,93055,nein,32,16.9,Burgweinting,17 m²,D,6.6,Privat,Gasetagenheizung,Einbauküche,26,ja,216,INS-2026-35942,91
"446,00 EUR",True,4. OG,unmöbliert,12,2,62,11.04.2026,gemischt,1964,2,1.0,93053,ja,6,19.9,Galgenberg,"19,9 qm",E,8.2,Makler,Zentralheizung,Einbauküche,32,ja,144,INS-2026-76314,66
kalt 397€,False,2. OG,teilmöbliert,25,5,54,20.06.2026,Studenten-WG,1972,9,3.0,93059,ja,48,23.9,Stadtamhof,23.9 m2,F,9.1,Privat,Zentralheizung,keine,36,nein,277,INS-2026-67257,155
333,False,3. OG,unmöbliert,9,3,26,08.05.2026,Frauen-WG,2000,9,1.0,93051,nein,49,18.8,Kumpfmühl,"18,8 qm",A+,7.1,Privat,Zentralheizung,Pantry,29,nein,116,INS-2026-45231,53
516 warm,True,4. OG,möbliert,25,6,118,12.03.2026,Studenten-WG,1908,4,2.0,93051,ja,3,21.9,Königswiesen,21.9 m2,E,4.9,Privat,Fernwärme,Pantry,18,ja,32,INS-2026-46466,67
627,True,EG,unmöbliert,15,6,36,02.03.2026,Berufstätigen-WG,1990,7,1.0,93047,ja,27,26.3,Innenstadt,26.3 m2,H,8.5,Makler,Fernwärme,Pantry,34,ja,272,INS-2026-38244,114
496 warm,True,DG,möbliert,21,6,64,16.06.2026,Männer-WG,1962,2,1.0,93049,ja,23,18.1,Großprüfening,18.1 m2,C,1.6,Privat,Öl,Einbauküche,6,ja,153,INS-2026-62378,141
686 €,True,EG,möbliert,16,3,101,22.05.2026,Frauen-WG,1925,5,1.0,93053,nein,9,29.9,Galgenberg,"29,9 qm",D,7.4,Makler,Nachtspeicher,Pantry,30,nein,200,INS-2026-87844,108
471 warm,True,3. OG,teilmöbliert,17,6,40,22.03.2026,gemischt,1986,10,1.0,93049,ja,24,27.4,Großprüfening,27 m²,E,3.7,Privat,Gasetagenheizung,Pantry,15,nein,62,INS-2026-30476,62
"343,00 EUR",False,1. OG,unmöbliert,15,5,42,26.02.2026,Studenten-WG,1984,9,2.0,93055,nein,82,25.7,Burgweinting,"25,7 qm",D,1.4,Makler,Gasetagenheizung,Einbauküche,6,nein,207,INS-2026-81319,101
418 €,False,3. OG,teilmöbliert,19,4,73,07.05.2026,gemischt,1953,1,2.5,93055,nein,46,33.6,Ostenviertel,"33,6 qm",F,2.6,Makler,Öl,keine,10,nein,109,INS-2026-23632,173
407,True,3. OG,möbliert,15,3,45,19.04.2026,Studenten-WG,1981,7,1.5,93053,ja,59,17.4,Kasernenviertel,17.4 m2,B,3.8,Privat,Nachtspeicher,Einbauküche,15,nein,4,INS-2026-32083,65
200 €,False,4. OG,teilmöbliert,2,2,32,17.05.2026,Studenten-WG,1994,2,3.0,93055,ja,26,16.2,Ostenviertel,"16,2 qm",D,4.5,Privat,Gasetagenheizung,Pantry,18,nein,212,INS-2026-61313,77
421 kalt,True,1. OG,möbliert,19,5,86,20.03.2026,gemischt,1940,1,2.0,93053,ja,66,19.1,Galgenberg,"19,1 qm",F,7.6,Privat,Zentralheizung,Einbauküche,31,nein,85,INS-2026-88568,152
Kaltmiete: 713 €,True,1. OG,möbliert,13,7,69,11.06.2026,Studenten-WG,1957,3,2.0,93047,ja,33,28.5,Innenstadt,"28,5 qm",A,9.0,Privat,Gasetagenheizung,Einbauküche,36,nein,64,INS-2026-78781,70
427 €,False,DG,unmöbliert,15,3,6,06.02.2026,Studenten-WG,2020,1,2.0,93047,nein,65,18.0,Innenstadt,"18,0 qm",C,2.2,Makler,Zentralheizung,Einbauküche,8,nein,147,INS-2026-52236,121
475,True,1. OG,möbliert,15,4,7,08.04.2026,gemischt,2019,9,2.0,93051,ja,60,20.7,Königswiesen,"20,7 qm",A+,2.0,Privat,Gasetagenheizung,Einbauküche,7,ja,6,INS-2026-45169,49
Kaltmiete: 617 €,True,2. OG,möbliert,8,2,65,16.02.2026,Frauen-WG,1961,2,2.0,93047,ja,69,20.8,Innenstadt,"20,8 qm",B,1.9,Makler,Fernwärme,Pantry,8,nein,231,INS-2026-52349,129
792 warm,False,1. OG,unmöbliert,24,1,44,19.01.2026,gemischt,1982,2,1.0,93053,ja,90,34.4,Galgenberg,34.4 m2,D,7.2,Makler,Gasetagenheizung,Pantry,29,ja,268,INS-2026-95831,130
601 €,True,2. OG,möbliert,9,2,112,26.04.2026,Frauen-WG,1914,4,1.0,93055,nein,19,27.0,Burgweinting,27 m²,D,1.7,Genossenschaft,Öl,Einbauküche,6,ja,205,INS-2026-73379,128
686 warm,False,4. OG,teilmöbliert,22,6,97,11.04.2026,Studenten-WG,1929,2,2.0,93051,ja,57,32.2,Kumpfmühl,32.2 m2,E,8.8,Privat,Gasetagenheizung,Pantry,35,nein,25,INS-2026-35964,119
361 kalt,True,3. OG,unmöbliert,23,2,109,27.02.2026,gemischt,1917,10,2.0,93053,ja,24,16.6,Galgenberg,17 m²,F,1.9,Privat,Gasetagenheizung,keine,8,ja,125,INS-2026-32258,117
249 kalt,True,DG,teilmöbliert,22,2,77,13.04.2026,Studenten-WG,1949,2,3.0,93049,ja,62,13.5,Westenviertel,"13,5 qm",D,9.6,Privat,Pellet,Pantry,38,ja,17,INS-2026-65237,73
29 €,True,2. OG,unmöbliert,6,7,2,10.02.2026,Studenten-WG,2024,1,2.0,93051,nein,64,15.3,Königswiesen,15 m²,E,3.6,Privat,Zentralheizung,Einbauküche,14,ja,180,INS-2026-71069,112
259 €,False,DG,teilmöbliert,2,6,58,13.04.2026,Studenten-WG,1968,8,3.0,93055,nein,32,24.6,Burgweinting,24.6 m2,F,9.6,Makler,Zentralheizung,Einbauküche,39,nein,6,INS-2026-98850,129
"293,00 EUR",False,3. OG,unmöbliert,12,2,103,22.05.2026,Frauen-WG,1923,5,2.5,93055,ja,67,18.3,Ostenviertel,18 m²,D,7.6,Privat,Zentralheizung,keine,31,ja,210,INS-2026-81752,115
Kaltmiete: 402 €,True,EG,teilmöbliert,14,5,96,02.04.2026,Berufstätigen-WG,1930,4,1.5,93047,nein,5,15.7,Innenstadt,"15,7 qm",G,8.9,Privat,Öl,Einbauküche,37,nein,92,INS-2026-85869,103
499 €,True,1. OG,teilmöbliert,2,5,122,19.01.2026,gemischt,1904,6,2.0,93051,nein,40,22.2,Kumpfmühl,22.2 m2,F,1.2,Makler,Zentralheizung,Einbauküche,5,nein,63,INS-2026-68156,149
279 €,False,EG,unmöbliert,7,5,44,10.04.2026,gemischt,1982,9,2.0,93053,nein,77,16.8,Kasernenviertel,17 m²,F,9.5,Genossenschaft,Pellet,Einbauküche,38,ja,251,INS-2026-41981,71
132 warm,True,EG,möbliert,17,6,7,10.05.2026,Studenten-WG,2019,4,2.5,93049,ja,63,29.7,Westenviertel,30 m²,B,2.0,Genossenschaft,Nachtspeicher,Einbauküche,9,nein,235,INS-2026-89927,62
624 warm,False,EG,unmöbliert,6,5,88,06.04.2026,gemischt,1938,4,2.0,93055,ja,89,34.8,Ostenviertel,34.8 m2,F,4.8,Privat,Gasetagenheizung,Einbauküche,19,nein,220,INS-2026-83932,91
603,True,Souterrain,möbliert,18,1,90,28.02.2026,Frauen-WG,1936,5,1.0,93047,nein,36,23.8,Innenstadt,23.8 m2,C,1.2,Makler,Nachtspeicher,keine,5,nein,198,INS-2026-35479,73
431 €,True,DG,teilmöbliert,13,4,38,05.03.2026,gemischt,1988,7,2.0,93051,ja,79,21.0,Kumpfmühl,"21,0 qm",D,5.1,Privat,Öl,Einbauküche,20,ja,160,INS-2026-49373,118
429 warm,True,EG,unmöbliert,23,3,31,04.03.2026,gemischt,1995,6,1.5,93053,ja,78,13.9,Kasernenviertel,"13,9 qm",A,9.5,Makler,Zentralheizung,Einbauküche,38,nein,279,INS-2026-85856,94
368,True,2. OG,unmöbliert,14,3,24,10.06.2026,gemischt,2002,10,2.0,93049,ja,48,19.3,Westenviertel,19.3 m2,G,3.3,Genossenschaft,Zentralheizung,Einbauküche,12,ja,259,INS-2026-27948,186
315 €,False,1. OG,unmöbliert,7,3,56,23.01.2026,Studenten-WG,1970,4,3.0,93051,nein,36,21.1,Kumpfmühl,"21,1 qm",C,2.0,Privat,Gasetagenheizung,Pantry,9,ja,93,INS-2026-11348,69
638 €,True,2. OG,teilmöbliert,10,2,24,27.06.2026,Studenten-WG,2002,2,2.0,93047,nein,22,26.5,Innenstadt,26.5 m2,D,7.6,Makler,Fernwärme,Pantry,31,ja,106,INS-2026-98774,102
484 warm,True,EG,teilmöbliert,5,4,114,06.01.2026,Männer-WG,1912,9,1.0,93051,nein,67,20.8,Kumpfmühl,"20,8 qm",F,9.9,Makler,Gasetagenheizung,Pantry,41,nein,291,INS-2026-64551,64
"280,00 EUR",False,Souterrain,unmöbliert,22,5,53,01.04.2026,Studenten-WG,1973,9,2.0,93049,ja,76,18.4,Westenviertel,18.4 m2,G,5.3,Makler,Gasetagenheizung,Einbauküche,21,ja,19,INS-2026-38503,162
296,False,DG,teilmöbliert,7,4,53,09.05.2026,Frauen-WG,1973,2,1.0,93049,nein,32,25.5,Großprüfening,26 m²,E,5.9,Makler,Nachtspeicher,keine,23,nein,111,INS-2026-44347,122
63 €,False,1. OG,unmöbliert,19,3,68,12.02.2026,Berufstätigen-WG,1958,1,2.0,93047,nein,1,28.9,Innenstadt,"28,9 qm",B,9.2,Genossenschaft,Zentralheizung,keine,36,ja,103,INS-2026-94000,67
"386,00 EUR",False,3. OG,teilmöbliert,17,2,65,09.03.2026,Frauen-WG,1961,6,2.0,93059,ja,18,27.3,Reinhausen,27 m²,D,5.4,Makler,Zentralheizung,Einbauküche,21,nein,37,INS-2026-17800,56
238,True,2. OG,teilmöbliert,15,2,124,02.05.2026,gemischt,1902,6,2.5,93051,nein,64,17.0,Ziegetsdorf,"17,0 qm",E,9.5,Privat,Gasetagenheizung,Einbauküche,38,ja,229,INS-2026-60161,151
449 €,False,3. OG,teilmöbliert,18,4,36,10.02.2026,gemischt,1990,10,2.0,93055,nein,10,27.9,Ostenviertel,"27,9 qm",C,5.4,Privat,Pellet,Pantry,22,nein,200,INS-2026-21392,86
440 warm,True,Souterrain,möbliert,16,1,13,20.04.2026,gemischt,2013,5,2.0,93051,ja,31,19.0,Dechbetten,"19,0 qm",A+,3.5,Genossenschaft,Fernwärme,keine,14,nein,16,INS-2026-77478,105
167 €,False,4. OG,unmöbliert,24,6,71,24.04.2026,gemischt,1955,2,2.0,93051,nein,8,18.7,Ziegetsdorf,19 m²,C,11.4,Makler,Gasetagenheizung,Einbauküche,45,nein,262,INS-2026-37544,106
250 €,False,2. OG,unmöbliert,25,4,30,16.04.2026,Studenten-WG,1996,5,2.0,93051,ja,16,18.8,Ziegetsdorf,"18,8 qm",F,1.3,Privat,Öl,Einbauküche,5,nein,32,INS-2026-13204,173
556 kalt,True,3. OG,möbliert,24,4,4,01.06.2026,Studenten-WG,2022,4,2.5,93051,ja,90,25.8,Kumpfmühl,"25,8 qm",H,2.2,Genossenschaft,Zentralheizung,Pantry,8,nein,70,INS-2026-57041,202
293 €,False,4. OG,unmöbliert,4,2,91,19.03.2026,Studenten-WG,1935,10,2.0,93059,nein,60,17.3,Stadtamhof,"17,3 qm",F,9.2,Privat,Zentralheizung,Einbauküche,37,nein,30,INS-2026-57034,130
367 €,False,DG,unmöbliert,11,4,9,16.06.2026,Studenten-WG,2017,1,1.0,93055,nein,73,28.5,Burgweinting,28.5 m2,E,9.1,Privat,Nachtspeicher,Einbauküche,35,nein,216,INS-2026-72225,88
433 €,False,2. OG,teilmöbliert,5,6,60,15.02.2026,Studenten-WG,1966,9,2.0,93047,nein,15,19.9,Innenstadt,"19,9 qm",F,8.3,Genossenschaft,Fernwärme,Pantry,33,ja,203,INS-2026-28322,123
"482,00 EUR",True,3. OG,unmöbliert,23,7,34,27.05.2026,Frauen-WG,1992,6,1.0,93053,nein,42,22.0,Galgenberg,"22,0 qm",A,5.9,Makler,Öl,Pantry,24,nein,72,INS-2026-32894,84
324 €,False,2. OG,unmöbliert,13,1,120,14.06.2026,Studenten-WG,1906,1,3.0,93053,ja,67,20.8,Galgenberg,"20,8 qm",A,11.2,Privat,Nachtspeicher,Einbauküche,45,nein,119,INS-2026-26772,95
260,False,1. OG,unmöbliert,16,7,88,23.03.2026,gemischt,1938,2,3.0,93051,nein,30,14.3,Kumpfmühl,"14,3 qm",B,2.9,Privat,Zentralheizung,Einbauküche,12,ja,229,INS-2026-79986,150
476 €,False,3. OG,teilmöbliert,10,6,43,10.05.2026,Männer-WG,1983,4,3.0,93047,nein,11,23.0,Innenstadt,23.0 m2,C,5.8,Privat,Zentralheizung,keine,23,nein,18,INS-2026-36181,58
332 €,True,2. OG,teilmöbliert,17,3,35,26.02.2026,gemischt,1991,9,2.5,93053,nein,44,15.3,Galgenberg,"15,3 qm",E,2.3,Genossenschaft,Fernwärme,Einbauküche,10,nein,161,INS-2026-85579,66
455 warm,True,EG,möbliert,3,4,119,10.06.2026,Studenten-WG,1907,3,3.0,93051,nein,62,21.9,Dechbetten,"21,9 qm",E,5.8,Privat,Fernwärme,keine,24,nein,243,INS-2026-77190,144
358,True,2. OG,möbliert,13,3,78,16.03.2026,gemischt,1948,1,2.0,93051,nein,36,16.7,Kumpfmühl,16.7 m2,C,2.4,Makler,Zentralheizung,keine,10,nein,28,INS-2026-48753,105
398 €,True,3. OG,teilmöbliert,7,5,31,19.02.2026,gemischt,1995,9,2.0,93049,nein,19,19.9,Westenviertel,"19,9 qm",D,7.4,Privat,Zentralheizung,Einbauküche,29,ja,28,INS-2026-93691,60
411 kalt,False,DG,unmöbliert,6,1,84,27.03.2026,gemischt,1942,6,1.5,93047,ja,32,19.8,Innenstadt,19.8 m2,E,11.3,Makler,Gasetagenheizung,Einbauküche,45,nein,93,INS-2026-53097,143
307,True,EG,teilmöbliert,15,4,29,11.03.2026,Frauen-WG,1997,7,2.0,93051,ja,54,19.1,Dechbetten,19 m²,F,1.2,Privat,Zentralheizung,Pantry,5,ja,31,INS-2026-28806,123
202,False,4. OG,unmöbliert,3,4,22,06.03.2026,gemischt,2004,3,2.0,93049,ja,3,15.3,Westenviertel,15.3 m2,F,1.8,Privat,Gasetagenheizung,keine,7,nein,139,INS-2026-89376,150
541 €,True,1. OG,unmöbliert,24,7,7,03.02.2026,gemischt,2019,7,3.0,93053,ja,69,25.6,Kasernenviertel,25.6 m2,D,11.2,Makler,Zentralheizung,Einbauküche,45,nein,137,INS-2026-18505,125
482 kalt,True,3. OG,möbliert,5,2,102,13.04.2026,Studenten-WG,1924,5,2.0,93053,ja,54,20.4,Kasernenviertel,"20,4 qm",E,10.3,Makler,Öl,Einbauküche,40,ja,195,INS-2026-69282,100
259,False,3. OG,unmöbliert,19,7,68,26.05.2026,Studenten-WG,1958,1,2.0,93049,ja,9,18.4,Karthaus-Prüll,18 m²,G,6.5,Makler,Fernwärme,keine,25,nein,15,INS-2026-36764,151
"316,00 EUR",False,2. OG,möbliert,15,7,51,01.02.2026,Frauen-WG,1975,7,2.5,93051,nein,16,17.1,Kumpfmühl,"17,1 qm",C,10.3,Privat,Zentralheizung,Pantry,41,nein,98,INS-2026-69747,123
321,False,DG,unmöbliert,16,6,48,28.05.2026,Studenten-WG,1978,5,2.0,93053,nein,58,18.1,Galgenberg,"18,1 qm",C,5.1,Makler,Zentralheizung,Einbauküche,21,nein,43,INS-2026-50990,58
463,False,2. OG,teilmöbliert,2,5,87,27.02.2026,Studenten-WG,1939,1,3.0,93055,ja,11,30.8,Ostenviertel,"30,8 qm",E,10.5,Privat,Zentralheizung,Einbauküche,42,ja,168,INS-2026-45156,60
"159,00 EUR",False,3. OG,unmöbliert,19,4,62,26.02.2026,Studenten-WG,1964,9,3.0,93059,nein,36,13.8,Reinhausen,"13,8 qm",C,8.0,Privat,Öl,Einbauküche,32,ja,87,INS-2026-23985,101
396,False,EG,unmöbliert,16,3,53,07.02.2026,gemischt,1973,10,2.0,93051,nein,52,25.9,Königswiesen,"25,9 qm",A,6.8,Privat,Gasetagenheizung,Einbauküche,28,nein,18,INS-2026-36864,122
651 warm,True,EG,unmöbliert,12,4,117,24.06.2026,gemischt,1909,1,1.5,93049,ja,6,23.7,Westenviertel,"23,7 qm",A,3.9,Privat,Zentralheizung,Einbauküche,16,nein,54,INS-2026-14077,117
kalt 358€,False,4. OG,möbliert,11,4,50,20.06.2026,Studenten-WG,1976,2,3.0,93059,ja,73,20.0,Stadtamhof,20.0 m2,F,3.2,Privat,Nachtspeicher,Einbauküche,13,nein,70,INS-2026-67584,147
394 warm,True,DG,unmöbliert,4,7,8,22.06.2026,gemischt,2018,7,2.0,93049,ja,70,19.5,Großprüfening,19.5 m2,G,10.8,Privat,Nachtspeicher,Pantry,43,ja,250,INS-2026-87602,100
382,True,3. OG,möbliert,11,1,6,09.03.2026,Studenten-WG,2020,4,1.5,93051,ja,36,14.2,Kumpfmühl,14.2 m2,B,8.2,Makler,Öl,Einbauküche,33,ja,246,INS-2026-15713,105
kalt 389€,False,4. OG,teilmöbliert,7,2,15,14.02.2026,gemischt,2011,3,3.0,93053,nein,61,20.5,Kasernenviertel,"20,5 qm",E,3.3,Privat,Pellet,Einbauküche,13,nein,25,INS-2026-92825,163
701,True,3. OG,teilmöbliert,6,3,5,12.02.2026,gemischt,2021,7,1.0,93059,nein,90,23.0,Stadtamhof,23.0 m2,C,10.7,Genossenschaft,Gasetagenheizung,Pantry,44,ja,96,INS-2026-46944,109
575 warm,True,1. OG,teilmöbliert,15,5,15,16.04.2026,Studenten-WG,2011,2,2.0,93049,nein,86,22.8,Karthaus-Prüll,22.8 m2,B,1.9,Privat,Fernwärme,Pantry,8,ja,120,INS-2026-42252,85
Kaltmiete: 309 €,False,EG,unmöbliert,11,4,114,08.05.2026,Studenten-WG,1912,9,1.0,93059,nein,60,19.7,Reinhausen,20 m²,D,4.1,Makler,Nachtspeicher,keine,16,nein,51,INS-2026-63075,125
473 €,True,EG,teilmöbliert,11,1,8,14.03.2026,gemischt,2018,10,1.0,93049,nein,55,23.4,Karthaus-Prüll,23 m²,D,7.4,Privat,Nachtspeicher,Einbauküche,29,nein,200,INS-2026-52561,129
Kaltmiete: 503 €,True,1. OG,teilmöbliert,5,1,122,28.04.2026,Studenten-WG,1904,2,2.0,93051,nein,86,25.1,Kumpfmühl,"25,1 qm",E,7.8,Privat,Gasetagenheizung,Einbauküche,31,nein,240,INS-2026-38178,144
"337,00 EUR",False,EG,unmöbliert,7,3,48,08.02.2026,gemischt,1978,2,3.0,93053,ja,37,18.9,Kasernenviertel,"18,9 qm",A+,6.5,Privat,Zentralheizung,Einbauküche,27,nein,101,INS-2026-67081,94
223 €,True,3. OG,teilmöbliert,2,2,85,15.01.2026,Studenten-WG,1941,4,1.0,93051,nein,30,14.6,Ziegetsdorf,"14,6 qm",E,1.5,Privat,Zentralheizung,Einbauküche,7,nein,30,INS-2026-75927,146
397 €,False,4. OG,unmöbliert,11,5,75,16.04.2026,gemischt,1951,1,2.0,93047,ja,56,20.2,Innenstadt,20 m²,B,3.7,Privat,Gasetagenheizung,Pantry,15,nein,11,INS-2026-86877,50
"57,00 EUR",True,2. OG,unmöbliert,13,4,24,16.06.2026,Frauen-WG,2002,10,1.0,93053,ja,86,24.3,Galgenberg,"24,3 qm",E,6.4,Genossenschaft,Fernwärme,Einbauküche,26,nein,268,INS-2026-34500,98
144,False,2. OG,unmöbliert,14,7,39,30.03.2026,gemischt,1987,1,3.0,93051,ja,41,14.5,Dechbetten,"14,5 qm",H,11.1,Privat,Fernwärme,Pantry,44,nein,299,INS-2026-80233,68
479 warm,True,EG,unmöbliert,23,4,2,14.04.2026,gemischt,2024,5,1.0,93055,nein,41,21.0,Burgweinting,"21,0 qm",B,10.6,Privat,Gasetagenheizung,Einbauküche,43,nein,131,INS-2026-14285,130
363 €,False,Souterrain,möbliert,18,3,40,24.01.2026,gemischt,1986,4,3.0,93051,ja,64,24.8,Königswiesen,24.8 m2,A,8.6,Privat,Zentralheizung,Einbauküche,34,nein,163,INS-2026-13240,63
589,True,EG,möbliert,6,7,34,01.04.2026,gemischt,1992,10,2.0,93059,nein,25,24.8,Stadtamhof,24.8 m2,A,1.2,Privat,Nachtspeicher,Einbauküche,5,nein,59,INS-2026-67963,59
497,True,EG,unmöbliert,24,5,120,25.02.2026,gemischt,1906,1,2.0,93049,nein,30,25.4,Westenviertel,25.4 m2,C,5.9,Makler,Gasetagenheizung,Einbauküche,24,ja,27,INS-2026-35492,131
464 warm,True,3. OG,unmöbliert,11,4,107,03.02.2026,Berufstätigen-WG,1919,9,1.5,93051,ja,4,21.8,Ziegetsdorf,21.8 m2,F,3.5,Privat,Zentralheizung,Einbauküche,15,nein,61,INS-2026-42687,134
624 warm,True,1. OG,teilmöbliert,12,2,96,11.05.2026,Studenten-WG,1930,4,2.0,93053,nein,39,22.0,Kasernenviertel,22.0 m2,D,4.0,Privat,Zentralheizung,Einbauküche,16,nein,194,INS-2026-60026,107
257 €,True,2. OG,teilmöbliert,9,5,18,06.05.2026,Berufstätigen-WG,2008,8,2.0,93053,ja,26,12.6,Kasernenviertel,12.6 m2,F,10.4,Makler,Nachtspeicher,Pantry,42,ja,193,INS-2026-75227,65
343,False,4. OG,teilmöbliert,20,4,75,30.05.2026,gemischt,1951,6,3.0,93059,ja,13,26.7,Reinhausen,"26,7 qm",E,2.2,Privat,Öl,Einbauküche,9,nein,214,INS-2026-62354,142
464 warm,False,Souterrain,teilmöbliert,5,1,101,14.04.2026,gemischt,1925,3,2.0,93049,nein,37,23.2,Karthaus-Prüll,23 m²,D,7.4,Privat,Zentralheizung,Pantry,30,nein,246,INS-2026-90857,98
639 warm,True,2. OG,unmöbliert,24,7,109,09.01.2026,gemischt,1917,8,2.0,93047,ja,90,18.8,Innenstadt,"18,8 qm",D,4.4,Privat,Fernwärme,Einbauküche,18,nein,132,INS-2026-75343,119
398,True,3. OG,teilmöbliert,3,2,103,24.02.2026,Studenten-WG,1923,3,2.0,93053,nein,8,16.5,Kasernenviertel,16.5 m2,B,5.3,Genossenschaft,Zentralheizung,Einbauküche,22,ja,33,INS-2026-33654,142
"354,00 EUR",False,3. OG,teilmöbliert,6,1,63,18.03.2026,Studenten-WG,1963,8,3.0,93053,ja,49,20.4,Kasernenviertel,20 m²,A,5.2,Privat,Gasetagenheizung,Einbauküche,21,ja,124,INS-2026-58315,77
